Make,Price,Year,Kilometer,Fuel Type,Transmission,Location,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Max Power bhp,Max Torque Nm,Height_yj,Price_yj
Hyundai,490000,2015,23103,Petrol,Manual,Udupi,First,Individual,1197.0,FWD,3995.0,1660.0,1520.0,5.0,43.0,81.0,114.0,-4.996003610813204e-16,-0.6665684207380345
Hyundai,1475000,2019,9576,Petrol,Automatic,Bangalore,First,Individual,1591.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,122.0,151.0,8.049116928532385e-16,0.6083438962052242
MG,1729000,2020,27000,Petrol,Automatic,Other,First,Individual,1451.0,FWD,4655.0,1835.0,1760.0,5.0,60.0,141.0,250.0,1.3877787807814457e-15,0.7766997169071013
MG,1764999,2021,1942,Petrol,Automatic,Bangalore,First,Individual,1498.0,FWD,4323.0,1809.0,1650.0,5.0,48.0,108.0,144.0,7.216449660063518e-16,0.7982660546495424
Renault,490000,2015,98000,Diesel,Manual,Jamshedpur,Second,Individual,1461.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,84.0,200.0,1.0269562977782698e-15,-0.6665684207380345
Hyundai,550000,2017,61400,Petrol,Manual,Other,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0,-4.996003610813204e-16,-0.5236653086149117
Honda,675000,2016,87693,Petrol,Manual,Pune,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0,-8.049116928532385e-16,-0.275836649101891
Mercedes-Benz,2225000,2015,31000,Petrol,Automatic,Mumbai,First,Individual,1991.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,181.0,300.0,-1.5543122344752192e-15,1.036488927022119
Hyundai,560000,2016,75210,Diesel,Manual,Ahmedabad,First,Individual,1396.0,FWD,3985.0,1734.0,1505.0,5.0,40.0,89.0,220.0,-6.661338147750939e-16,-0.5015787226801528
Skoda,225000,2012,69000,Petrol,Manual,Mumbai,First,Individual,1598.0,FWD,4000.0,1642.0,1522.0,5.0,45.0,105.0,153.0,-4.718447854656915e-16,-1.6910848289565241
Skoda,499000,2014,88000,Diesel,Automatic,Pune,Second,Individual,1498.0,FWD,4386.0,1699.0,1466.0,5.0,55.0,103.0,250.0,-1.1934897514720433e-15,-0.6439007034917481
Kia,1055000,2020,15000,Petrol,Automatic,Kolkata,First,Individual,998.0,FWD,3995.0,1790.0,1647.0,5.0,45.0,118.0,172.0,6.938893903907228e-16,0.24092771940544833
Mahindra,2048999,2020,45350,Diesel,Automatic,Bangalore,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,153.0,360.0,1.5265566588595902e-15,0.9525996607337353
BMW,2775000,2018,68189,Diesel,Automatic,Jaipur,First,Individual,1995.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,188.0,400.0,-1.7486012637846216e-15,1.2567153286393178
Mercedes-Benz,1650000,2015,75000,Diesel,Automatic,Faridabad,First,Individual,2143.0,FWD,4417.0,1804.0,1494.0,5.0,50.0,134.0,300.0,-8.326672684688674e-16,0.727526484532319
Audi,1450000,2014,33000,Diesel,Automatic,Faridabad,Second,Individual,1968.0,FWD,4915.0,1874.0,1455.0,5.0,65.0,177.0,380.0,-1.3600232051658168e-15,0.5900098480918764
Mahindra,600000,2014,83000,Diesel,Manual,Other,Second,Individual,2179.0,RWD,4430.0,1817.0,1975.0,8.0,60.0,120.0,290.0,2.248201624865942e-15,-0.41751452272798617
Hyundai,575000,2015,67000,Petrol,Manual,Hyderabad,First,Individual,1197.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,82.0,115.0,-6.661338147750939e-16,-0.46927667376648424
Ford,699000,2017,75000,Diesel,Manual,Mumbai,First,Individual,1498.0,FWD,3999.0,1765.0,1708.0,5.0,52.0,99.0,205.0,1.0824674490095276e-15,-0.2342511178225339
Mercedes-Benz,2775000,2016,48000,Diesel,Automatic,Delhi,First,Individual,2143.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,204.0,500.0,-1.5543122344752192e-15,1.2567153286393178
Maruti Suzuki,430000,2020,5790,Petrol,Manual,Hyderabad,First,Individual,998.0,FWD,3565.0,1520.0,1564.0,5.0,27.0,67.0,90.0,-2.7755575615628914e-17,-0.8309261825575134
Mahindra,1165000,2018,32000,Diesel,Manual,Patna,First,Individual,2179.0,RWD,4456.0,1820.0,1995.0,7.0,60.0,120.0,280.0,2.3037127760972e-15,0.35144090014291973
MG,1780000,2020,65433,Diesel,Manual,Lucknow,First,Individual,1956.0,FWD,4655.0,1835.0,1760.0,5.0,60.0,169.0,350.0,1.3877787807814457e-15,0.8071055970262095
Maruti Suzuki,295000,2011,87230,Diesel,Manual,Hyderabad,First,Individual,1248.0,FWD,3760.0,1690.0,1530.0,5.0,43.0,75.0,190.0,-3.885780586188048e-16,-1.3219853013161573
Maruti Suzuki,495000,2017,38258,Diesel,Manual,Varanasi,Second,Individual,1248.0,FWD,3840.0,1735.0,1530.0,5.0,37.0,74.0,190.0,-3.885780586188048e-16,-0.6539173316657143
Honda,975000,2019,56881,Petrol,Manual,Lucknow,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0,-8.049116928532385e-16,0.15197372144689272
Toyota,645000,2013,76000,Diesel,Manual,Kanpur,Second,Individual,2494.0,FWD,4555.0,1770.0,1755.0,7.0,55.0,102.0,200.0,1.3877787807814457e-15,-0.3302496381439244
Renault,425000,2014,72000,Diesel,Manual,Ludhiana,Second,Individual,1461.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,108.0,248.0,1.0269562977782698e-15,-0.845788031380526
Audi,1350000,2012,72000,Diesel,Automatic,Hyderabad,UnRegistered Car,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,174.0,380.0,3.608224830031759e-16,0.5128994949373513
Volvo,1250000,2013,71141,Diesel,Automatic,Navi Mumbai,First,Individual,1984.0,FWD,4370.0,1783.0,1458.0,5.0,60.0,150.0,350.0,-1.304512053934559e-15,0.4289979730895259
Maruti Suzuki,560000,2013,37000,Diesel,Manual,Other,First,Individual,1248.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,74.0,190.0,-1.1102230246251565e-16,-0.5015787226801528
Mahindra,1221000,2019,46000,Diesel,Manual,Patna,First,Individual,2179.0,RWD,4456.0,1820.0,1995.0,7.0,60.0,120.0,280.0,2.3037127760972e-15,0.40323010187875924
Honda,295000,2009,70200,Petrol,Automatic,Mumbai,Second,Individual,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,118.0,146.0,-9.992007221626409e-16,-1.3219853013161573
Mercedes-Benz,1300000,2012,64800,Petrol,Automatic,Delhi,First,Individual,1796.0,RWD,4596.0,1770.0,1447.0,5.0,66.0,186.0,285.0,-1.4710455076283324e-15,0.47186689494722495
Hyundai,950000,2016,73000,Diesel,Automatic,Dehradun,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,126.0,265.0,5.551115123125783e-16,0.1224605205392139
Mercedes-Benz,1350000,2012,72000,Diesel,Automatic,Other,Second,Individual,2987.0,RWD,4868.0,1854.0,1471.0,5.0,80.0,231.0,540.0,-1.1102230246251565e-15,0.5128994949373513
Hyundai,340000,2013,98500,Diesel,Manual,Chandigarh,First,Individual,1336.0,FWD,3995.0,1710.0,1505.0,5.0,45.0,89.0,219.744,-6.661338147750939e-16,-1.1339686386503447
Skoda,1125000,2020,46807,Petrol,Automatic,Bangalore,First,Individual,999.0,FWD,4413.0,1699.0,1466.0,5.0,55.0,109.0,175.0,-1.1934897514720433e-15,0.31268290247900093
Tata,580000,2018,81000,Petrol,Automatic,Other,First,Individual,1198.0,FWD,3994.0,1811.0,1607.0,5.0,44.0,108.0,170.0,3.608224830031759e-16,-0.45872188545183057
Maruti Suzuki,495000,2015,13716,Petrol,Manual,Pune,First,Individual,1197.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,85.0,114.0,-1.1102230246251565e-16,-0.6539173316657143
Maruti Suzuki,550000,2014,89000,Diesel,Manual,Chennai,First,Individual,1248.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,74.0,190.0,-1.1102230246251565e-16,-0.5236653086149117
Kia,1485000,2021,13000,Diesel,Automatic,Mumbai,First,Individual,1493.0,FWD,3995.0,1790.0,1647.0,5.0,45.0,113.0,250.0,6.938893903907228e-16,0.6155787468825861
Skoda,885000,2018,38000,Petrol,Manual,Bangalore,First,Individual,1598.0,FWD,4413.0,1699.0,1466.0,5.0,55.0,104.0,153.0,-1.1934897514720433e-15,0.04139388711178694
Hyundai,715000,2020,17000,Petrol,Automatic,Bangalore,First,Individual,1197.0,FWD,3805.0,1680.0,1520.0,5.0,37.0,82.0,114.0,-4.996003610813204e-16,-0.20741997245669505
Toyota,2250000,2020,24549,Diesel,Manual,Jaipur,Second,Individual,2393.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,148.0,343.0,1.582067810090848e-15,1.0477902194000024
Hyundai,1050000,2017,97000,Diesel,Automatic,Zirakpur,First,Corporate,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,126.0,265.0,5.551115123125783e-16,0.2355962752016608
Toyota,3600000,2018,7800,Diesel,Automatic,Mumbai,First,Individual,2755.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,174.0,450.0,1.7486012637846216e-15,1.5077508593494238
Honda,295000,2010,78000,Petrol,Manual,Zirakpur,First,Corporate,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,118.0,146.0,-9.992007221626409e-16,-1.3219853013161573
Renault,375000,2019,55000,Petrol,Manual,Varanasi,First,Individual,799.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,53.0,72.0,-1.0269562977782698e-15,-1.006338782770547
Tata,2395000,2021,13594,Diesel,Automatic,Bangalore,First,Individual,1956.0,FWD,4661.0,1894.0,1786.0,6.0,50.0,168.0,350.0,1.5265566588595902e-15,1.1106390896857659
Audi,1775000,2014,75000,Diesel,Automatic,Ahmedabad,First,Individual,1968.0,FWD,4915.0,1874.0,1455.0,5.0,65.0,177.0,380.0,-1.3600232051658168e-15,0.8041687276596757
Maruti Suzuki,275000,2011,65000,Diesel,Manual,Mumbai,First,Individual,1248.0,FWD,3715.0,1680.0,1620.0,5.0,43.0,75.0,190.0,4.718447854656915e-16,-1.4163279471971337
Honda,325000,2014,43037,Petrol,Manual,Other,First,Individual,1198.0,FWD,3610.0,1680.0,1500.0,5.0,35.0,87.0,109.0,-7.494005416219807e-16,-1.1933249721145225
Maruti Suzuki,425000,2013,26000,Diesel,Manual,Delhi,First,Individual,1248.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,74.0,190.0,-3.885780586188048e-16,-0.845788031380526
Mahindra,1475000,2020,78000,Diesel,Manual,Other,First,Individual,2179.0,RWD,4456.0,1820.0,1995.0,7.0,60.0,140.0,320.0,2.3037127760972e-15,0.6083438962052242
Toyota,1580000,2018,115000,Diesel,Automatic,Delhi,First,Individual,2755.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,172.0,360.0,1.582067810090848e-15,0.6816625154082758
Honda,869000,2021,8700,Petrol,Automatic,Mangalore,First,Individual,1199.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,89.0,110.0,-7.216449660063518e-16,0.020397164209774832
Jeep,1900000,2020,41736,Diesel,Automatic,Ahmedabad,First,Individual,1956.0,AWD,4395.0,1818.0,1640.0,5.0,60.0,171.0,350.0,6.38378239159465e-16,0.874901865670014
Toyota,3550000,2020,55000,Diesel,Automatic,Delhi,First,Corporate,2755.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,174.0,450.0,1.7486012637846216e-15,1.494489299114662
Toyota,2425000,2022,11000,Diesel,Automatic,Agra,First,Individual,2393.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,148.0,360.0,1.582067810090848e-15,1.123101744869348
Toyota,750000,2011,117000,Diesel,Manual,Agra,Second,Individual,2982.0,AWD,4695.0,1840.0,1850.0,7.0,80.0,171.0,343.0,1.8041124150158794e-15,-0.151035978067518
Maruti Suzuki,520000,2019,76000,Other,Manual,Kanpur,First,Individual,998.0,FWD,3655.0,1620.0,1675.0,5.0,60.0,58.0,78.0,8.881784197001252e-16,-0.5927704487889502
Maruti Suzuki,540000,2015,38000,Petrol,Manual,Mumbai,First,Individual,1373.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,91.0,130.0,-9.43689570931383e-16,-0.5462136234571534
Maruti Suzuki,699000,2018,43000,Diesel,Automatic,Mumbai,First,Individual,1248.0,FWD,3840.0,1735.0,1530.0,5.0,37.0,74.0,190.0,-3.885780586188048e-16,-0.2342511178225339
Hyundai,484999,2013,107000,Diesel,Manual,Chandigarh,First,Individual,1582.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,126.0,260.0,-1.0547118733938987e-15,-0.6793698321669379
Tata,1085000,2018,8922,Petrol,Automatic,Bangalore,First,Individual,1198.0,FWD,3994.0,1811.0,1607.0,5.0,44.0,108.0,170.0,3.608224830031759e-16,0.27232419141075054
Tata,1725000,2019,68758,Diesel,Manual,Hyderabad,First,Individual,1956.0,FWD,4598.0,1894.0,1706.0,5.0,50.0,138.0,350.0,1.0824674490095276e-15,0.7742718926982518
Honda,475000,2015,72000,Diesel,Manual,Agra,Second,Individual,1498.0,FWD,4386.0,1683.0,1603.0,7.0,42.0,99.0,200.0,3.3306690738754696e-16,-0.7054213835920488
Tata,890000,2022,7500,Petrol,Manual,Mumbai,First,Individual,1199.0,FWD,3827.0,1742.0,1615.0,5.0,37.0,84.0,113.0,4.163336342344337e-16,0.04786690820705145
Hyundai,445000,2016,22402,Petrol,Manual,Mumbai,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0,-4.996003610813204e-16,-0.7874937995020878
Honda,1060000,2019,12382,Petrol,Manual,Pune,First,Corporate,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0,-8.049116928532385e-16,0.24623049028881452
Maruti Suzuki,690000,2017,61000,Diesel,Manual,Surat,First,Individual,1248.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,74.0,190.0,-7.494005416219807e-16,-0.2496525696279369
Toyota,1750000,2015,72000,Diesel,Automatic,Jaipur,Second,Individual,2982.0,AWD,4705.0,1840.0,1850.0,7.0,80.0,169.0,343.0,1.8041124150158794e-15,0.7893418068731054
Renault,395000,2018,75500,Petrol,Manual,Raipur,First,Individual,999.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,67.0,91.0,-1.0269562977782698e-15,-0.9393519344113177
BMW,2790000,2018,25000,Diesel,Automatic,Chennai,First,Individual,1995.0,FWD,4439.0,1821.0,1612.0,5.0,51.0,188.0,400.0,3.885780586188048e-16,1.2620065116070578
Audi,2475000,2018,38000,Diesel,Automatic,Delhi,First,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,184.0,380.0,3.608224830031759e-16,1.1434879471283153
Hyundai,750000,2018,33647,Petrol,Automatic,Mumbai,First,Individual,1197.0,FWD,3985.0,1734.0,1505.0,5.0,40.0,82.0,115.0,-6.661338147750939e-16,-0.151035978067518
BMW,800000,2012,75576,Diesel,Automatic,Mumbai,Second,Individual,1498.0,FWD,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0,-2.498001805406602e-16,-0.07547977828479147
Mahindra,950000,2016,86000,Diesel,Manual,Lucknow,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,138.0,330.0,1.5265566588595902e-15,0.1224605205392139
Hyundai,569000,2018,57847,Petrol,Manual,Bangalore,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0,-4.996003610813204e-16,-0.48208113046879253
Maruti Suzuki,470000,2016,74000,Petrol,Manual,Ranchi,First,Individual,1197.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,83.0,115.0,-1.1102230246251565e-16,-0.7186835521333422
Nissan,450000,2014,85000,Diesel,Manual,Hyderabad,Second,Individual,1461.0,FWD,4331.0,1822.0,1671.0,5.0,50.0,84.0,200.0,8.604228440844963e-16,-0.7733853845356201
Renault,299000,2016,26000,Petrol,Manual,Mumbai,First,Individual,999.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,67.0,91.0,-1.0269562977782698e-15,-1.3039904375956997
Hyundai,1875000,2020,18000,Petrol,Automatic,Mumbai,First,Individual,1353.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,138.0,242.0,5.828670879282072e-16,0.8611870496701821
Mahindra,1825000,2022,11000,Diesel,Automatic,Mumbai,First,Individual,2184.0,AWD,3985.0,1820.0,1844.0,4.0,57.0,130.0,300.0,1.7763568394002505e-15,0.8331223104456505
BMW,1195000,2010,74000,Diesel,Automatic,Mumbai,Second,Individual,2497.0,FWD,4841.0,1846.0,1468.0,5.0,70.0,177.0,400.0,-1.1657341758564144e-15,0.3795287343556537
Toyota,790000,2019,25000,Petrol,Automatic,Delhi,First,Individual,1197.0,FWD,3995.0,1745.0,1510.0,5.0,37.0,82.0,113.0,-6.38378239159465e-16,-0.09015325461884537
Hyundai,1095000,2017,39000,Petrol,Automatic,Hyderabad,Second,Individual,1591.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,122.0,154.0,5.551115123125783e-16,0.28257073322441045
Toyota,1950000,2020,45000,Diesel,Manual,Ludhiana,First,Individual,2393.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,148.0,343.0,1.582067810090848e-15,0.901725675099341
Volkswagen,525000,2015,80852,Petrol,Automatic,Faridabad,Second,Individual,1198.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,103.0,175.0,-1.3600232051658168e-15,-0.5809425531773481
Other,2100000,2018,75592,Diesel,Automatic,Hyderabad,First,Individual,2999.0,RWD,4825.0,1860.0,1840.0,7.0,65.0,174.0,380.0,1.7763568394002505e-15,0.9777281184984331
Toyota,894999,2015,39780,Petrol,Automatic,Mumbai,First,Individual,1798.0,FWD,4620.0,1775.0,1475.0,5.0,55.0,138.0,173.0,-1.0547118733938987e-15,0.05429740057974087
Hyundai,335000,2013,78301,Petrol,Automatic,Pune,Second,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,79.0,112.7619,-1.6653345369377348e-16,-1.1534173226582976
Tata,1000000,2018,38000,Diesel,Manual,Mumbai,First,Individual,2179.0,RWD,4788.0,1903.0,1791.0,7.0,60.0,148.0,320.0,1.5543122344752192e-15,0.18063815476331296
Hyundai,220000,2009,126535,Petrol,Manual,Hyderabad,First,Individual,1197.0,FWD,3565.0,1595.0,1550.0,5.0,35.0,80.0,111.0,-1.6653345369377348e-16,-1.7223303930070282
Hyundai,960000,2016,37079,Petrol,Automatic,Thane,First,Individual,1591.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,122.0,154.0,5.551115123125783e-16,0.13437066728975905
Audi,1300000,2014,51000,Diesel,Automatic,Raipur,Second,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,174.0,380.0,3.608224830031759e-16,0.47186689494722495
Volkswagen,375000,2013,39000,Petrol,Manual,Delhi,First,Individual,1198.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,74.0,110.0,-1.3600232051658168e-15,-1.006338782770547
Maruti Suzuki,300000,2011,90000,Petrol,Manual,Pune,Second,Individual,1498.0,FWD,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0,-2.498001805406602e-16,-1.299534502074195
Jaguar,3299000,2017,29999,Diesel,Automatic,Bangalore,First,Individual,1999.0,RWD,4795.0,1967.0,1416.0,5.0,56.0,177.0,430.0,-1.970645868709653e-15,1.4245405350924827
Tata,565000,2014,100472,Diesel,Manual,Ranchi,First,Individual,1948.0,FWD,4810.0,1918.0,1925.0,7.0,65.0,90.0,190.0,2.0816681711721685e-15,-0.4907030866909621
Audi,1798999,2016,84700,Diesel,Automatic,Karnal,First,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,174.0,380.0,3.608224830031759e-16,0.8181801250302737
Jaguar,1875000,2014,66000,Diesel,Automatic,Mumbai,First,Individual,1498.0,FWD,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0,-2.498001805406602e-16,0.8611870496701821
Hyundai,545000,2014,56000,Petrol,Manual,Noida,First,Individual,1591.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,121.0,158.0,-1.0547118733938987e-15,-0.5348806201195698
Hyundai,1085000,2022,3383,Petrol,Manual,Mumbai,First,Individual,998.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,118.0,172.0,3.608224830031759e-16,0.27232419141075054
Maruti Suzuki,725000,2018,42000,Diesel,Manual,Lucknow,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0,6.38378239159465e-16,-0.19099512632184237
BMW,1090000,2012,65000,Diesel,Automatic,Delhi,Second,Individual,1995.0,AWD,4648.0,1881.0,1661.0,5.0,67.0,184.0,380.0,7.771561172376096e-16,0.27746083275911165
Honda,900000,2019,17000,Petrol,Manual,Ahmedabad,First,Individual,1199.0,FWD,3999.0,1734.0,1601.0,5.0,40.0,89.0,110.0,3.3306690738754696e-16,0.06068970208195414
BMW,3400000,2016,38000,Diesel,Automatic,Coimbatore,Second,Individual,1995.0,RWD,4936.0,1868.0,1479.0,5.0,65.0,188.0,400.0,-9.992007221626409e-16,1.453392406922482
Honda,295000,2014,62500,Diesel,Manual,Varanasi,First,Individual,1498.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,99.0,200.0,-6.661338147750939e-16,-1.3219853013161573
Tata,2251000,2021,30229,Diesel,Automatic,Mumbai,First,Individual,1956.0,FWD,4598.0,1894.0,1706.0,5.0,50.0,168.0,350.0,1.0824674490095276e-15,1.0482392953774207
Maruti Suzuki,600000,2017,86000,Diesel,Manual,Other,Second,Individual,1248.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,89.0,200.0,-9.43689570931383e-16,-0.41751452272798617
Hyundai,1595000,2017,86000,Petrol,Automatic,Bangalore,First,Individual,1999.0,FWD,4475.0,1850.0,1660.0,5.0,62.0,153.0,192.0,7.771561172376096e-16,0.6916826379457816
Volkswagen,290000,2014,125000,Diesel,Manual,Jamshedpur,First,Individual,1498.0,FWD,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0,-2.498001805406602e-16,-1.344873310165106
Hyundai,375000,2013,29135,Petrol,Manual,Other,First,Individual,1197.0,FWD,3995.0,1710.0,1505.0,5.0,45.0,83.0,113.0,-6.661338147750939e-16,-1.006338782770547
Volvo,1200000,2015,50965,Diesel,Automatic,Kolkata,First,Corporate,1984.0,FWD,4370.0,1783.0,1458.0,5.0,60.0,150.0,350.0,-1.304512053934559e-15,0.3841319834872271
Toyota,1525000,2014,72000,Diesel,Automatic,Delhi,First,Individual,2982.0,RWD,4705.0,1840.0,1850.0,7.0,80.0,169.0,360.0,1.8041124150158794e-15,0.6439736939460495
Mercedes-Benz,2675000,2016,28000,Petrol,Automatic,Gurgaon,First,Individual,1991.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,181.0,300.0,-1.5543122344752192e-15,1.2205877977301833
Honda,545000,2015,42000,Petrol,Automatic,Delhi,First,Individual,1199.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,89.0,110.0,-2.498001805406602e-16,-0.5348806201195698
Honda,195000,2010,32000,Petrol,Manual,Gurgaon,First,Individual,1198.0,FWD,3900.0,1695.0,1535.0,5.0,42.0,89.0,110.0,-3.3306690738754696e-16,-1.8917120216053223
BMW,4550000,2021,24000,Diesel,Automatic,Delhi,First,Individual,1995.0,RWD,4709.0,1827.0,1435.0,5.0,59.0,188.0,400.0,-1.6653345369377348e-15,1.7260531182616792
Other,2499000,2015,50623,Diesel,Automatic,Kolkata,Second,Individual,2179.0,AWD,4465.0,1900.0,1635.0,5.0,57.0,188.0,420.0,5.828670879282072e-16,1.153107531094451
Mahindra,210000,2012,85000,Diesel,Manual,Kanpur,Fourth,Individual,2489.0,FWD,4520.0,1850.0,1895.0,7.0,55.0,95.0,220.0,1.9984014443252818e-15,-1.7873187592378925
Hyundai,1097000,2022,1700,Diesel,Manual,Mumbai,First,Individual,1493.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,99.0,240.0,3.608224830031759e-16,0.28460726441031386
Volkswagen,1095000,2020,43260,Petrol,Automatic,Bangalore,First,Individual,1197.0,FWD,3971.0,1682.0,1469.0,5.0,45.0,103.0,175.0,-1.1379786002407855e-15,0.28257073322441045
Mahindra,1375000,2019,69000,Diesel,Manual,Lucknow,First,Individual,2179.0,AWD,4456.0,1820.0,1995.0,7.0,60.0,140.0,320.0,2.3037127760972e-15,0.5327723265521661
Audi,975000,2012,93417,Diesel,Automatic,Lucknow,First,Individual,1498.0,FWD,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0,-2.498001805406602e-16,0.15197372144689272
Maruti Suzuki,745000,2021,14722,Petrol,Manual,Bangalore,First,Individual,1197.0,FWD,3845.0,1735.0,1530.0,5.0,37.0,89.0,113.0,-3.885780586188048e-16,-0.15890538756509542
Toyota,2175000,2017,29000,Diesel,Manual,Mysore,First,Individual,2393.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,148.0,343.0,1.582067810090848e-15,1.013446535244294
Jeep,1250000,2017,60200,Petrol,Automatic,Thane,First,Corporate,1368.0,FWD,4395.0,1818.0,1640.0,5.0,60.0,160.0,250.0,6.38378239159465e-16,0.4289979730895259
Honda,625000,2017,23798,Petrol,Manual,Ahmedabad,First,Individual,1199.0,FWD,3999.0,1734.0,1601.0,5.0,40.0,89.0,110.0,3.3306690738754696e-16,-0.36815022490054655
Honda,250000,2011,55000,Petrol,Manual,Kolkata,First,Individual,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,118.0,146.0,-9.992007221626409e-16,-1.5458785760569431
Volkswagen,650000,2017,51000,Petrol,Automatic,Other,First,Individual,1197.0,FWD,4384.0,1699.0,1466.0,5.0,55.0,103.0,175.0,-1.1934897514720433e-15,-0.3209832210735394
Honda,310000,2014,49000,Petrol,Manual,Delhi,Second,Individual,1198.0,FWD,3610.0,1680.0,1500.0,5.0,35.0,87.0,109.0,-7.494005416219807e-16,-1.2558835881526969
Renault,600000,2017,48000,Petrol,Manual,Mumbai,First,Individual,1498.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,105.0,142.0,1.0269562977782698e-15,-0.41751452272798617
Ford,295000,2013,74000,Diesel,Manual,Hyderabad,First,Individual,1498.0,FWD,4291.0,1722.0,1496.0,5.0,43.0,89.0,204.0,-8.049116928532385e-16,-1.3219853013161573
Mahindra,484999,2012,102000,Diesel,Manual,Mumbai,Second,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,140.0,330.0,1.5265566588595902e-15,-0.6793698321669379
